Program,Year,State,State ANSI,County,County ANSI,Commodity,Data Item,Value
SURVEY,2017,MINNESOTA,27,HENNEPIN,53,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",171
SURVEY,2017,MINNESOTA,27,HENNEPIN,53,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED","2,190"
SURVEY,2017,MINNESOTA,27,HENNEPIN,53,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS","4,130"
SURVEY,2017,MINNESOTA,27,HENNEPIN,53,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",1.9
SURVEY,2017,MINNESOTA,27,HENNEPIN,53,HAY,"HAY, ALFALFA - ACRES HARVESTED","3,770"
SURVEY,2017,MINNESOTA,27,HENNEPIN,53,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","10,600"
SURVEY,2017,MINNESOTA,27,HENNEPIN,53,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.8
SURVEY,2017,MINNESOTA,27,HENNEPIN,53,SOYBEANS,SOYBEANS - ACRES HARVESTED,"15,600"
SURVEY,2017,MINNESOTA,27,HENNEPIN,53,SOYBEANS,SOYBEANS - ACRES PLANTED,"15,700"
SURVEY,2017,MINNESOTA,27,HENNEPIN,53,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","713,000"
SURVEY,2017,MINNESOTA,27,HENNEPIN,53,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",45.7
SURVEY,2017,MINNESOTA,27,ISANTI,59,CORN,CORN - ACRES PLANTED,"31,000"
SURVEY,2017,MINNESOTA,27,ISANTI,59,CORN,"CORN, GRAIN - ACRES HARVESTED","29,900"
SURVEY,2017,MINNESOTA,27,ISANTI,59,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","4,711,000"
SURVEY,2017,MINNESOTA,27,ISANTI,59,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",157.6
SURVEY,2017,MINNESOTA,27,ISANTI,59,HAY,"HAY, ALFALFA - ACRES HARVESTED","8,140"
SURVEY,2017,MINNESOTA,27,ISANTI,59,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","20,300"
SURVEY,2017,MINNESOTA,27,ISANTI,59,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.5
SURVEY,2017,MINNESOTA,27,ISANTI,59,SOYBEANS,SOYBEANS - ACRES HARVESTED,"31,800"
SURVEY,2017,MINNESOTA,27,ISANTI,59,SOYBEANS,SOYBEANS - ACRES PLANTED,"32,000"
SURVEY,2017,MINNESOTA,27,ISANTI,59,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","1,171,000"
SURVEY,2017,MINNESOTA,27,ISANTI,59,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",36.8
SURVEY,2017,MINNESOTA,27,KANABEC,65,OATS,OATS - ACRES HARVESTED,490
SURVEY,2017,MINNESOTA,27,KANABEC,65,OATS,OATS - ACRES PLANTED,600
SURVEY,2017,MINNESOTA,27,KANABEC,65,OATS,"OATS - PRODUCTION, MEASURED IN BU","35,100"
SURVEY,2017,MINNESOTA,27,KANABEC,65,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",71.6
SURVEY,2017,MINNESOTA,27,MILLE LACS,95,CORN,CORN - ACRES PLANTED,"19,000"
SURVEY,2017,MINNESOTA,27,MILLE LACS,95,CORN,"CORN, GRAIN - ACRES HARVESTED","17,300"
SURVEY,2017,MINNESOTA,27,MILLE LACS,95,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","2,652,000"
SURVEY,2017,MINNESOTA,27,MILLE LACS,95,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",153.3
SURVEY,2017,MINNESOTA,27,MILLE LACS,95,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED","17,000"
SURVEY,2017,MINNESOTA,27,MILLE LACS,95,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS","28,600"
SURVEY,2017,MINNESOTA,27,MILLE LACS,95,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",1.7
SURVEY,2017,MINNESOTA,27,MILLE LACS,95,SOYBEANS,SOYBEANS - ACRES HARVESTED,"20,100"
SURVEY,2017,MINNESOTA,27,MILLE LACS,95,SOYBEANS,SOYBEANS - ACRES PLANTED,"20,300"
SURVEY,2017,MINNESOTA,27,MILLE LACS,95,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","731,000"
SURVEY,2017,MINNESOTA,27,MILLE LACS,95,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",36.4
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,CORN,CORN - ACRES PLANTED,"32,900"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,CORN,"CORN, GRAIN - ACRES HARVESTED","25,950"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","3,736,500"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",144
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,CORN,"CORN, SILAGE - ACRES HARVESTED","10,980"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS","196,000"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",18
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED","19,920"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS","30,070"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",1.5
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,HAY,"HAY, ALFALFA - ACRES HARVESTED","48,820"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","123,800"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.55
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,OATS,OATS - ACRES HARVESTED,"4,230"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,OATS,OATS - ACRES PLANTED,"5,900"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,OATS,"OATS - PRODUCTION, MEASURED IN BU","196,100"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",46.4
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,SOYBEANS,SOYBEANS - ACRES HARVESTED,"34,680"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,SOYBEANS,SOYBEANS - ACRES PLANTED,"35,300"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","1,258,000"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",36.3
SURVEY,2017,MINNESOTA,27,PINE,115,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED","32,500"
SURVEY,2017,MINNESOTA,27,PINE,115,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS","58,200"
SURVEY,2017,MINNESOTA,27,PINE,115,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",1.8
SURVEY,2017,MINNESOTA,27,PINE,115,OATS,OATS - ACRES HARVESTED,730
SURVEY,2017,MINNESOTA,27,PINE,115,OATS,OATS - ACRES PLANTED,"1,400"
SURVEY,2017,MINNESOTA,27,PINE,115,OATS,"OATS - PRODUCTION, MEASURED IN BU","38,100"
SURVEY,2017,MINNESOTA,27,PINE,115,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",52.2
SURVEY,2017,MINNESOTA,27,WASHINGTON,163,CORN,CORN - ACRES PLANTED,"16,200"
SURVEY,2017,MINNESOTA,27,WASHINGTON,163,CORN,"CORN, GRAIN - ACRES HARVESTED","15,400"
SURVEY,2017,MINNESOTA,27,WASHINGTON,163,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","2,718,000"
SURVEY,2017,MINNESOTA,27,WASHINGTON,163,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",176.5
SURVEY,2017,MINNESOTA,27,WASHINGTON,163,HAY,"HAY, ALFALFA - ACRES HARVESTED","5,110"
SURVEY,2017,MINNESOTA,27,WASHINGTON,163,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","14,800"
SURVEY,2017,MINNESOTA,27,WASHINGTON,163,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.9
SURVEY,2017,MINNESOTA,27,WASHINGTON,163,SOYBEANS,SOYBEANS - ACRES HARVESTED,"14,600"
SURVEY,2017,MINNESOTA,27,WASHINGTON,163,SOYBEANS,SOYBEANS - ACRES PLANTED,"14,700"
SURVEY,2017,MINNESOTA,27,WASHINGTON,163,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","696,000"
SURVEY,2017,MINNESOTA,27,WASHINGTON,163,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",47.7
SURVEY,2017,MINNESOTA,27,BELTRAMI,7,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED","6,800"
SURVEY,2017,MINNESOTA,27,BELTRAMI,7,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS","9,700"
SURVEY,2017,MINNESOTA,27,BELTRAMI,7,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",1.45
SURVEY,2017,MINNESOTA,27,BELTRAMI,7,HAY,"HAY, ALFALFA - ACRES HARVESTED","26,300"
SURVEY,2017,MINNESOTA,27,BELTRAMI,7,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","69,900"
SURVEY,2017,MINNESOTA,27,BELTRAMI,7,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.65
SURVEY,2017,MINNESOTA,27,BELTRAMI,7,OATS,OATS - ACRES HARVESTED,"1,680"
SURVEY,2017,MINNESOTA,27,BELTRAMI,7,OATS,OATS - ACRES PLANTED,"2,900"
SURVEY,2017,MINNESOTA,27,BELTRAMI,7,OATS,"OATS - PRODUCTION, MEASURED IN BU","114,000"
SURVEY,2017,MINNESOTA,27,BELTRAMI,7,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",67.9
SURVEY,2017,MINNESOTA,27,CASS,21,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED","25,400"
SURVEY,2017,MINNESOTA,27,CASS,21,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS","34,900"
SURVEY,2017,MINNESOTA,27,CASS,21,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",1.35
SURVEY,2017,MINNESOTA,27,CASS,21,HAY,"HAY, ALFALFA - ACRES HARVESTED","7,320"
SURVEY,2017,MINNESOTA,27,CASS,21,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","21,000"
SURVEY,2017,MINNESOTA,27,CASS,21,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.85
SURVEY,2017,MINNESOTA,27,HUBBARD,57,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED","10,600"
SURVEY,2017,MINNESOTA,27,HUBBARD,57,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS","13,000"
SURVEY,2017,MINNESOTA,27,HUBBARD,57,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",1.25
SURVEY,2017,MINNESOTA,27,HUBBARD,57,HAY,"HAY, ALFALFA - ACRES HARVESTED","6,240"
SURVEY,2017,MINNESOTA,27,HUBBARD,57,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","16,400"
SURVEY,2017,MINNESOTA,27,HUBBARD,57,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.65
SURVEY,2017,MINNESOTA,27,HUBBARD,57,OATS,OATS - ACRES HARVESTED,450
SURVEY,2017,MINNESOTA,27,HUBBARD,57,OATS,OATS - ACRES PLANTED,"1,400"
SURVEY,2017,MINNESOTA,27,HUBBARD,57,OATS,"OATS - PRODUCTION, MEASURED IN BU","22,900"
SURVEY,2017,MINNESOTA,27,HUBBARD,57,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",50.9
SURVEY,2017,MINNESOTA,27,ITASCA,61,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED","14,700"
SURVEY,2017,MINNESOTA,27,ITASCA,61,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS","18,500"
SURVEY,2017,MINNESOTA,27,ITASCA,61,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",1.25
SURVEY,2017,MINNESOTA,27,ITASCA,61,HAY,"HAY, ALFALFA - ACRES HARVESTED","8,930"
SURVEY,2017,MINNESOTA,27,ITASCA,61,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","19,100"
SURVEY,2017,MINNESOTA,27,ITASCA,61,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.15
SURVEY,2017,MINNESOTA,27,KOOCHICHING,71,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED","5,000"
SURVEY,2017,MINNESOTA,27,KOOCHICHING,71,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS","6,600"
SURVEY,2017,MINNESOTA,27,KOOCHICHING,71,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",1.3
SURVEY,2017,MINNESOTA,27,KOOCHICHING,71,HAY,"HAY, ALFALFA - ACRES HARVESTED","10,600"
SURVEY,2017,MINNESOTA,27,KOOCHICHING,71,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","22,900"
SURVEY,2017,MINNESOTA,27,KOOCHICHING,71,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.15
SURVEY,2017,MINNESOTA,27,KOOCHICHING,71,OATS,OATS - ACRES HARVESTED,290
SURVEY,2017,MINNESOTA,27,KOOCHICHING,71,OATS,OATS - ACRES PLANTED,500
SURVEY,2017,MINNESOTA,27,KOOCHICHING,71,OATS,"OATS - PRODUCTION, MEASURED IN BU","17,500"
SURVEY,2017,MINNESOTA,27,KOOCHICHING,71,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",60.3
SURVEY,2017,MINNESOTA,27,KOOCHICHING,71,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",980
SURVEY,2017,MINNESOTA,27,KOOCHICHING,71,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","1,000"
SURVEY,2017,MINNESOTA,27,KOOCHICHING,71,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","63,700"
SURVEY,2017,MINNESOTA,27,KOOCHICHING,71,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",65
SURVEY,2017,MINNESOTA,27,LAKE OF THE WOODS,77,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED","4,600"
SURVEY,2017,MINNESOTA,27,LAKE OF THE WOODS,77,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS","6,000"
SURVEY,2017,MINNESOTA,27,LAKE OF THE WOODS,77,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",1.3
SURVEY,2017,MINNESOTA,27,LAKE OF THE WOODS,77,HAY,"HAY, ALFALFA - ACRES HARVESTED","4,110"
SURVEY,2017,MINNESOTA,27,LAKE OF THE WOODS,77,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","7,800"
SURVEY,2017,MINNESOTA,27,LAKE OF THE WOODS,77,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",1.9
SURVEY,2017,MINNESOTA,27,LAKE OF THE WOODS,77,OATS,OATS - ACRES HARVESTED,"1,360"
SURVEY,2017,MINNESOTA,27,LAKE OF THE WOODS,77,OATS,OATS - ACRES PLANTED,"1,500"
SURVEY,2017,MINNESOTA,27,LAKE OF THE WOODS,77,OATS,"OATS - PRODUCTION, MEASURED IN BU","124,000"
SURVEY,2017,MINNESOTA,27,LAKE OF THE WOODS,77,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",91.2
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,BARLEY,BARLEY - ACRES HARVESTED,"2,300"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,BARLEY,BARLEY - ACRES PLANTED,"2,600"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU","188,000"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",81.7
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED","10,600"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED","11,200"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN CWT","310,000"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - YIELD, MEASURED IN LB / ACRE","2,920"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,OATS,OATS - ACRES HARVESTED,620
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,OATS,OATS - ACRES PLANTED,"1,000"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,OATS,"OATS - PRODUCTION, MEASURED IN BU","36,600"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",59
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","22,820"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","23,200"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","1,439,300"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",63.1
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",900
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS","1,600"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",1.8
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,HAY,"HAY, ALFALFA - ACRES HARVESTED","9,200"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","15,800"
SURVEY,2017,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",1.7
SURVEY,2017,MINNESOTA,27,ST. LOUIS,137,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED","31,000"
SURVEY,2017,MINNESOTA,27,ST. LOUIS,137,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS","42,400"
SURVEY,2017,MINNESOTA,27,ST. LOUIS,137,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",1.35
SURVEY,2017,MINNESOTA,27,ST. LOUIS,137,OATS,OATS - ACRES HARVESTED,300
SURVEY,2017,MINNESOTA,27,ST. LOUIS,137,OATS,OATS - ACRES PLANTED,500
SURVEY,2017,MINNESOTA,27,ST. LOUIS,137,OATS,"OATS - PRODUCTION, MEASURED IN BU","20,000"
SURVEY,2017,MINNESOTA,27,ST. LOUIS,137,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",66.7
SURVEY,2017,MINNESOTA,27,BECKER,5,HAY,"HAY, ALFALFA - ACRES HARVESTED","26,000"
SURVEY,2017,MINNESOTA,27,BECKER,5,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","73,500"
SURVEY,2017,MINNESOTA,27,BECKER,5,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.85
SURVEY,2017,MINNESOTA,27,BECKER,5,OATS,OATS - ACRES HARVESTED,"1,540"
SURVEY,2017,MINNESOTA,27,BECKER,5,OATS,OATS - ACRES PLANTED,"3,200"
SURVEY,2017,MINNESOTA,27,BECKER,5,OATS,"OATS - PRODUCTION, MEASURED IN BU","59,800"
SURVEY,2017,MINNESOTA,27,BECKER,5,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",38.8
SURVEY,2017,MINNESOTA,27,BECKER,5,SOYBEANS,SOYBEANS - ACRES HARVESTED,"83,400"
SURVEY,2017,MINNESOTA,27,BECKER,5,SOYBEANS,SOYBEANS - ACRES PLANTED,"84,000"
SURVEY,2017,MINNESOTA,27,BECKER,5,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","3,166,000"
SURVEY,2017,MINNESOTA,27,BECKER,5,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",38
SURVEY,2017,MINNESOTA,27,BECKER,5,SUGARBEETS,SUGARBEETS - ACRES HARVESTED,"5,400"
SURVEY,2017,MINNESOTA,27,BECKER,5,SUGARBEETS,SUGARBEETS - ACRES PLANTED,"5,500"
SURVEY,2017,MINNESOTA,27,BECKER,5,SUGARBEETS,"SUGARBEETS - PRODUCTION, MEASURED IN TONS","190,000"
SURVEY,2017,MINNESOTA,27,BECKER,5,SUGARBEETS,"SUGARBEETS - SUCROSE, MEASURED IN PCT",17.35
SURVEY,2017,MINNESOTA,27,BECKER,5,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",35.2
SURVEY,2017,MINNESOTA,27,BECKER,5,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","29,000"
SURVEY,2017,MINNESOTA,27,BECKER,5,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","29,700"
SURVEY,2017,MINNESOTA,27,BECKER,5,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","1,714,000"
SURVEY,2017,MINNESOTA,27,BECKER,5,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",59.1
SURVEY,2017,MINNESOTA,27,CLAY,27,CORN,CORN - ACRES PLANTED,"142,000"
SURVEY,2017,MINNESOTA,27,CLAY,27,CORN,"CORN, GRAIN - ACRES HARVESTED","140,300"
SURVEY,2017,MINNESOTA,27,CLAY,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","23,271,000"
SURVEY,2017,MINNESOTA,27,CLAY,27,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",165.9
SURVEY,2017,MINNESOTA,27,CLAY,27,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED","4,500"
SURVEY,2017,MINNESOTA,27,CLAY,27,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS","6,800"
SURVEY,2017,MINNESOTA,27,CLAY,27,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",1.5
SURVEY,2017,MINNESOTA,27,CLAY,27,HAY,"HAY, ALFALFA - ACRES HARVESTED","12,100"
SURVEY,2017,MINNESOTA,27,CLAY,27,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","35,600"
SURVEY,2017,MINNESOTA,27,CLAY,27,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.95
SURVEY,2017,MINNESOTA,27,CLAY,27,SOYBEANS,SOYBEANS - ACRES HARVESTED,"188,300"
SURVEY,2017,MINNESOTA,27,CLAY,27,SOYBEANS,SOYBEANS - ACRES PLANTED,"189,500"
SURVEY,2017,MINNESOTA,27,CLAY,27,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","7,741,000"
SURVEY,2017,MINNESOTA,27,CLAY,27,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",41.1
SURVEY,2017,MINNESOTA,27,CLAY,27,SUGARBEETS,SUGARBEETS - ACRES HARVESTED,"38,500"
SURVEY,2017,MINNESOTA,27,CLAY,27,SUGARBEETS,SUGARBEETS - ACRES PLANTED,"39,500"
SURVEY,2017,MINNESOTA,27,CLAY,27,SUGARBEETS,"SUGARBEETS - PRODUCTION, MEASURED IN TONS","1,247,000"
SURVEY,2017,MINNESOTA,27,CLAY,27,SUGARBEETS,"SUGARBEETS - SUCROSE, MEASURED IN PCT",18.31
SURVEY,2017,MINNESOTA,27,CLAY,27,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",32.4
SURVEY,2017,MINNESOTA,27,CLAY,27,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","56,900"
SURVEY,2017,MINNESOTA,27,CLAY,27,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","58,400"
SURVEY,2017,MINNESOTA,27,CLAY,27,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","3,920,000"
SURVEY,2017,MINNESOTA,27,CLAY,27,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",68.9
SURVEY,2017,MINNESOTA,27,CLEARWATER,29,CORN,"CORN, SILAGE - ACRES HARVESTED","1,720"
SURVEY,2017,MINNESOTA,27,CLEARWATER,29,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS","24,500"
SURVEY,2017,MINNESOTA,27,CLEARWATER,29,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",14
